kappa,h,p,estimator,budget,comparison,equal_CNOT_shots_completed,gate_shots,counts,fingerprint,scope
0.45,0.0125,0,raw,10000,equal_total_shots,False,70000,results/stage6_v1/end_to_end/measurements/ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87.npz,ddf10da4f3f82a067cfa696eee527f99247bd5deebae63cecd4e3d4aef0f3a87,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b846f9c9241bf3b4c1c76f445dd3d608636f9c80b31b37ef2db29241e7818dba.npz,b846f9c9241bf3b4c1c76f445dd3d608636f9c80b31b37ef2db29241e7818dba,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b846f9c9241bf3b4c1c76f445dd3d608636f9c80b31b37ef2db29241e7818dba.npz,b846f9c9241bf3b4c1c76f445dd3d608636f9c80b31b37ef2db29241e7818dba,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/13c20eaa054cb17aeeff931b3f8524a29e48f39cacd26b5448373b367e51ef94.npz,13c20eaa054cb17aeeff931b3f8524a29e48f39cacd26b5448373b367e51ef94,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/13c20eaa054cb17aeeff931b3f8524a29e48f39cacd26b5448373b367e51ef94.npz,13c20eaa054cb17aeeff931b3f8524a29e48f39cacd26b5448373b367e51ef94,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/711fa0d4dce1fefc50bfa930453b7be2b0f72ed50c2d326a7873964db6af7a3c.npz,711fa0d4dce1fefc50bfa930453b7be2b0f72ed50c2d326a7873964db6af7a3c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/711fa0d4dce1fefc50bfa930453b7be2b0f72ed50c2d326a7873964db6af7a3c.npz,711fa0d4dce1fefc50bfa930453b7be2b0f72ed50c2d326a7873964db6af7a3c,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/711fa0d4dce1fefc50bfa930453b7be2b0f72ed50c2d326a7873964db6af7a3c.npz,1d85c3f2faa57e2fed961e2db8eed9e8f0ddccd99b42297e48f12c3db5c5daec,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/711fa0d4dce1fefc50bfa930453b7be2b0f72ed50c2d326a7873964db6af7a3c.npz,1d85c3f2faa57e2fed961e2db8eed9e8f0ddccd99b42297e48f12c3db5c5daec,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/ac588c911fd2f7760393c1b76ae29ac79f54b9b817715f411b7f4fbcce6fc2b9.npz,ac588c911fd2f7760393c1b76ae29ac79f54b9b817715f411b7f4fbcce6fc2b9,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/ac588c911fd2f7760393c1b76ae29ac79f54b9b817715f411b7f4fbcce6fc2b9.npz,ac588c911fd2f7760393c1b76ae29ac79f54b9b817715f411b7f4fbcce6fc2b9,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/a436777c0bb6697103c8dd52dc8c8c75b792b93113c4dc2bd761437fc05ab317.npz,a436777c0bb6697103c8dd52dc8c8c75b792b93113c4dc2bd761437fc05ab317,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/a436777c0bb6697103c8dd52dc8c8c75b792b93113c4dc2bd761437fc05ab317.npz,a436777c0bb6697103c8dd52dc8c8c75b792b93113c4dc2bd761437fc05ab317,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/a104190443ab18887eac9de3fa8d1478fbda691a677cd203b09105e5c2fe395b.npz,a104190443ab18887eac9de3fa8d1478fbda691a677cd203b09105e5c2fe395b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/a104190443ab18887eac9de3fa8d1478fbda691a677cd203b09105e5c2fe395b.npz,a104190443ab18887eac9de3fa8d1478fbda691a677cd203b09105e5c2fe395b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/a104190443ab18887eac9de3fa8d1478fbda691a677cd203b09105e5c2fe395b.npz,b816e2026eed848730e93d392132cade989fccadb47ee8c9341914cb21d97bcf,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/a104190443ab18887eac9de3fa8d1478fbda691a677cd203b09105e5c2fe395b.npz,b816e2026eed848730e93d392132cade989fccadb47ee8c9341914cb21d97bcf,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/78c14c1372f404a982b5299de8546271427171d8e7519eaafbfd1221b6682247.npz,78c14c1372f404a982b5299de8546271427171d8e7519eaafbfd1221b6682247,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.675,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/78c14c1372f404a982b5299de8546271427171d8e7519eaafbfd1221b6682247.npz,78c14c1372f404a982b5299de8546271427171d8e7519eaafbfd1221b6682247,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/7a92903f3a3048fec47fa65b2526006659926b0b9629adb3bc2fb0795dd8ab93.npz,7a92903f3a3048fec47fa65b2526006659926b0b9629adb3bc2fb0795dd8ab93,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/7a92903f3a3048fec47fa65b2526006659926b0b9629adb3bc2fb0795dd8ab93.npz,7a92903f3a3048fec47fa65b2526006659926b0b9629adb3bc2fb0795dd8ab93,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/ad677f1652af88283685b095e7dcf32025c0cedf98a01c28bdc3921e615cf9b1.npz,ad677f1652af88283685b095e7dcf32025c0cedf98a01c28bdc3921e615cf9b1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/ad677f1652af88283685b095e7dcf32025c0cedf98a01c28bdc3921e615cf9b1.npz,ad677f1652af88283685b095e7dcf32025c0cedf98a01c28bdc3921e615cf9b1,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/ad677f1652af88283685b095e7dcf32025c0cedf98a01c28bdc3921e615cf9b1.npz,431c82c35a818df7bff37f40c825af50b27a203c47d06759b91ab1a5bdb7ee79,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/ad677f1652af88283685b095e7dcf32025c0cedf98a01c28bdc3921e615cf9b1.npz,431c82c35a818df7bff37f40c825af50b27a203c47d06759b91ab1a5bdb7ee79,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b15b98873827edac145e4369d22d8bd6100f2a9ed549cd93dcb6110c1c1a6507.npz,b15b98873827edac145e4369d22d8bd6100f2a9ed549cd93dcb6110c1c1a6507,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b15b98873827edac145e4369d22d8bd6100f2a9ed549cd93dcb6110c1c1a6507.npz,b15b98873827edac145e4369d22d8bd6100f2a9ed549cd93dcb6110c1c1a6507,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/cfc12a08bd050b8441d3582c0a65a3de4c51b7787c7aed5048fb96f67333a4dc.npz,cfc12a08bd050b8441d3582c0a65a3de4c51b7787c7aed5048fb96f67333a4dc,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/cfc12a08bd050b8441d3582c0a65a3de4c51b7787c7aed5048fb96f67333a4dc.npz,cfc12a08bd050b8441d3582c0a65a3de4c51b7787c7aed5048fb96f67333a4dc,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/e9bde0606b58c5607a84cbb0e3c6b9a84e603f5c2b8d5034279a772083784b6d.npz,e9bde0606b58c5607a84cbb0e3c6b9a84e603f5c2b8d5034279a772083784b6d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/e9bde0606b58c5607a84cbb0e3c6b9a84e603f5c2b8d5034279a772083784b6d.npz,e9bde0606b58c5607a84cbb0e3c6b9a84e603f5c2b8d5034279a772083784b6d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/e9bde0606b58c5607a84cbb0e3c6b9a84e603f5c2b8d5034279a772083784b6d.npz,3df8aa7655e4150734e76e98b5d0a0af2a8591179dd625c1d49b649bef159166,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/e9bde0606b58c5607a84cbb0e3c6b9a84e603f5c2b8d5034279a772083784b6d.npz,3df8aa7655e4150734e76e98b5d0a0af2a8591179dd625c1d49b649bef159166,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/889760aa5c9834795548de0009dad2b5b1de19e6206e6a0ac9cbfec819333019.npz,889760aa5c9834795548de0009dad2b5b1de19e6206e6a0ac9cbfec819333019,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/889760aa5c9834795548de0009dad2b5b1de19e6206e6a0ac9cbfec819333019.npz,889760aa5c9834795548de0009dad2b5b1de19e6206e6a0ac9cbfec819333019,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/abe9ba6e72895b9270efade65ec1e7287b772a9713361b9459f2ccf4cc35d039.npz,abe9ba6e72895b9270efade65ec1e7287b772a9713361b9459f2ccf4cc35d039,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/abe9ba6e72895b9270efade65ec1e7287b772a9713361b9459f2ccf4cc35d039.npz,abe9ba6e72895b9270efade65ec1e7287b772a9713361b9459f2ccf4cc35d039,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/fcd0b8117f5ac8c9edfea3a2609cf6440fd004565131988369bfbce3b0f2be31.npz,fcd0b8117f5ac8c9edfea3a2609cf6440fd004565131988369bfbce3b0f2be31,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/fcd0b8117f5ac8c9edfea3a2609cf6440fd004565131988369bfbce3b0f2be31.npz,fcd0b8117f5ac8c9edfea3a2609cf6440fd004565131988369bfbce3b0f2be31,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/fcd0b8117f5ac8c9edfea3a2609cf6440fd004565131988369bfbce3b0f2be31.npz,a3891285471a96c4326212de5b8d4bda7415f1bd1736aef2bb6bc71933bf5854,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/fcd0b8117f5ac8c9edfea3a2609cf6440fd004565131988369bfbce3b0f2be31.npz,a3891285471a96c4326212de5b8d4bda7415f1bd1736aef2bb6bc71933bf5854,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/0ee7d264f130c819b1576976f155783222999802cbfddd56eb2731938a538bf3.npz,0ee7d264f130c819b1576976f155783222999802cbfddd56eb2731938a538bf3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.5,0.15,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/0ee7d264f130c819b1576976f155783222999802cbfddd56eb2731938a538bf3.npz,0ee7d264f130c819b1576976f155783222999802cbfddd56eb2731938a538bf3,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/a617b51d976f72586e2e5344f46a6a3905d261064af7bc36d1b0d7a99cef21a4.npz,a617b51d976f72586e2e5344f46a6a3905d261064af7bc36d1b0d7a99cef21a4,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/a617b51d976f72586e2e5344f46a6a3905d261064af7bc36d1b0d7a99cef21a4.npz,a617b51d976f72586e2e5344f46a6a3905d261064af7bc36d1b0d7a99cef21a4,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/353281bad45dc2c350004436b1fcdc03d8b612f773f9018e4609cf5af2b78eba.npz,353281bad45dc2c350004436b1fcdc03d8b612f773f9018e4609cf5af2b78eba,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/353281bad45dc2c350004436b1fcdc03d8b612f773f9018e4609cf5af2b78eba.npz,353281bad45dc2c350004436b1fcdc03d8b612f773f9018e4609cf5af2b78eba,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/353281bad45dc2c350004436b1fcdc03d8b612f773f9018e4609cf5af2b78eba.npz,13ed82eb5ba72f007d66ddd648cee86e5aebe272c331e418e0724caf79a6ba50,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/353281bad45dc2c350004436b1fcdc03d8b612f773f9018e4609cf5af2b78eba.npz,13ed82eb5ba72f007d66ddd648cee86e5aebe272c331e418e0724caf79a6ba50,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/617f2960d284c84f5cc17fea4558fdef87e6db6ce673d2286320585e5d1af744.npz,617f2960d284c84f5cc17fea4558fdef87e6db6ce673d2286320585e5d1af744,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/617f2960d284c84f5cc17fea4558fdef87e6db6ce673d2286320585e5d1af744.npz,617f2960d284c84f5cc17fea4558fdef87e6db6ce673d2286320585e5d1af744,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/86e6a25876a7331e185da04d933a981c2d0f838830f056641d0830d394b3c289.npz,86e6a25876a7331e185da04d933a981c2d0f838830f056641d0830d394b3c289,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/86e6a25876a7331e185da04d933a981c2d0f838830f056641d0830d394b3c289.npz,86e6a25876a7331e185da04d933a981c2d0f838830f056641d0830d394b3c289,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/6d07e554177ee3474ecf8abec1ed06bfa4ae13d0c79e7e4aa3b071f3d21910f6.npz,6d07e554177ee3474ecf8abec1ed06bfa4ae13d0c79e7e4aa3b071f3d21910f6,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/6d07e554177ee3474ecf8abec1ed06bfa4ae13d0c79e7e4aa3b071f3d21910f6.npz,6d07e554177ee3474ecf8abec1ed06bfa4ae13d0c79e7e4aa3b071f3d21910f6,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/6d07e554177ee3474ecf8abec1ed06bfa4ae13d0c79e7e4aa3b071f3d21910f6.npz,178cc6faa680c460d6da6c536e63c2345ec60d974b5cecb4d0bea971bff7ddeb,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/6d07e554177ee3474ecf8abec1ed06bfa4ae13d0c79e7e4aa3b071f3d21910f6.npz,178cc6faa680c460d6da6c536e63c2345ec60d974b5cecb4d0bea971bff7ddeb,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/b3b68a4627183f1528c344b244ba073285a5eced056ff5affe1507268a7b902b.npz,b3b68a4627183f1528c344b244ba073285a5eced056ff5affe1507268a7b902b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.01,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/b3b68a4627183f1528c344b244ba073285a5eced056ff5affe1507268a7b902b.npz,b3b68a4627183f1528c344b244ba073285a5eced056ff5affe1507268a7b902b,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,raw,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/d259f1f543c1e9ba9ef3647e3bc9d482cc3432271fece3dc0810a1f844a4c158.npz,d259f1f543c1e9ba9ef3647e3bc9d482cc3432271fece3dc0810a1f844a4c158,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,raw,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/d259f1f543c1e9ba9ef3647e3bc9d482cc3432271fece3dc0810a1f844a4c158.npz,d259f1f543c1e9ba9ef3647e3bc9d482cc3432271fece3dc0810a1f844a4c158,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,zne,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/42aadcacb4c1d81b374e746ccf20a0cee81fa7356a7e91754d6d2571d45e4818.npz,42aadcacb4c1d81b374e746ccf20a0cee81fa7356a7e91754d6d2571d45e4818,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,zne,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/42aadcacb4c1d81b374e746ccf20a0cee81fa7356a7e91754d6d2571d45e4818.npz,42aadcacb4c1d81b374e746ccf20a0cee81fa7356a7e91754d6d2571d45e4818,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,zne_quadratic,10000,equal_total_shots,False,3839744,results/stage6_v1/end_to_end/measurements/42aadcacb4c1d81b374e746ccf20a0cee81fa7356a7e91754d6d2571d45e4818.npz,30fcbd0c570557f49c0e9eeca5e8bb6d3c0dcdf26eabddab8c2a109bfc69d88e,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,zne_quadratic,100000,equal_total_shots,False,38399744,results/stage6_v1/end_to_end/measurements/42aadcacb4c1d81b374e746ccf20a0cee81fa7356a7e91754d6d2571d45e4818.npz,30fcbd0c570557f49c0e9eeca5e8bb6d3c0dcdf26eabddab8c2a109bfc69d88e,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,sv,10000,equal_total_shots,False,1280000,results/stage6_v1/end_to_end/measurements/f7a8a8a0a0496e2ff7d8fcc8abbf4c34e4d8af2396d33f5d9b1e4dcd1becf93d.npz,f7a8a8a0a0496e2ff7d8fcc8abbf4c34e4d8af2396d33f5d9b1e4dcd1becf93d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.8,0.8,0.05,sv,100000,equal_total_shots,False,12800000,results/stage6_v1/end_to_end/measurements/f7a8a8a0a0496e2ff7d8fcc8abbf4c34e4d8af2396d33f5d9b1e4dcd1becf93d.npz,f7a8a8a0a0496e2ff7d8fcc8abbf4c34e4d8af2396d33f5d9b1e4dcd1becf93d,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,raw,10000,equal_total_shots,False,150000,results/stage6_v1/end_to_end/measurements/ed8c259197d3c720722b35975cf2851ee736113efff9317d48727333fb13bd56.npz,ed8c259197d3c720722b35975cf2851ee736113efff9317d48727333fb13bd56,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,raw,100000,equal_total_shots,False,1500000,results/stage6_v1/end_to_end/measurements/ed8c259197d3c720722b35975cf2851ee736113efff9317d48727333fb13bd56.npz,ed8c259197d3c720722b35975cf2851ee736113efff9317d48727333fb13bd56,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,zne,10000,equal_total_shots,False,449970,results/stage6_v1/end_to_end/measurements/0dcddc148725f0c4f96cb2cb7278196ca14e0412718700c27f712d789d170311.npz,0dcddc148725f0c4f96cb2cb7278196ca14e0412718700c27f712d789d170311,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,zne,100000,equal_total_shots,False,4499970,results/stage6_v1/end_to_end/measurements/0dcddc148725f0c4f96cb2cb7278196ca14e0412718700c27f712d789d170311.npz,0dcddc148725f0c4f96cb2cb7278196ca14e0412718700c27f712d789d170311,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,zne_quadratic,10000,equal_total_shots,False,449970,results/stage6_v1/end_to_end/measurements/0dcddc148725f0c4f96cb2cb7278196ca14e0412718700c27f712d789d170311.npz,f66cf10a410b46881dfa9f330649b4a1ad5df4d51ef345582ade806ac59302be,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,zne_quadratic,100000,equal_total_shots,False,4499970,results/stage6_v1/end_to_end/measurements/0dcddc148725f0c4f96cb2cb7278196ca14e0412718700c27f712d789d170311.npz,f66cf10a410b46881dfa9f330649b4a1ad5df4d51ef345582ade806ac59302be,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,sv,10000,equal_total_shots,False,150000,results/stage6_v1/end_to_end/measurements/14243ffe84cf1409cf1e7b9e4bcdc0ad51a10543d01c213a3af625a31b2db341.npz,14243ffe84cf1409cf1e7b9e4bcdc0ad51a10543d01c213a3af625a31b2db341,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0,sv,100000,equal_total_shots,False,1500000,results/stage6_v1/end_to_end/measurements/14243ffe84cf1409cf1e7b9e4bcdc0ad51a10543d01c213a3af625a31b2db341.npz,14243ffe84cf1409cf1e7b9e4bcdc0ad51a10543d01c213a3af625a31b2db341,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,raw,10000,equal_total_shots,False,150000,results/stage6_v1/end_to_end/measurements/cc930c61ef6b2ee9370ab8ec3b5532669edae5b7f65a9d518d973cb8c3b7476f.npz,cc930c61ef6b2ee9370ab8ec3b5532669edae5b7f65a9d518d973cb8c3b7476f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,raw,100000,equal_total_shots,False,1500000,results/stage6_v1/end_to_end/measurements/cc930c61ef6b2ee9370ab8ec3b5532669edae5b7f65a9d518d973cb8c3b7476f.npz,cc930c61ef6b2ee9370ab8ec3b5532669edae5b7f65a9d518d973cb8c3b7476f,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,zne,10000,equal_total_shots,False,449970,results/stage6_v1/end_to_end/measurements/caf6a06fe845b12c8bf3f541737457240a4791b5c343d2950e86e0ca65491314.npz,caf6a06fe845b12c8bf3f541737457240a4791b5c343d2950e86e0ca65491314,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,zne,100000,equal_total_shots,False,4499970,results/stage6_v1/end_to_end/measurements/caf6a06fe845b12c8bf3f541737457240a4791b5c343d2950e86e0ca65491314.npz,caf6a06fe845b12c8bf3f541737457240a4791b5c343d2950e86e0ca65491314,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,zne_quadratic,10000,equal_total_shots,False,449970,results/stage6_v1/end_to_end/measurements/caf6a06fe845b12c8bf3f541737457240a4791b5c343d2950e86e0ca65491314.npz,84fcf10537bb7b6f580c900853a32864f9af2999e2f5fac66621c928c6c90302,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,zne_quadratic,100000,equal_total_shots,False,4499970,results/stage6_v1/end_to_end/measurements/caf6a06fe845b12c8bf3f541737457240a4791b5c343d2950e86e0ca65491314.npz,84fcf10537bb7b6f580c900853a32864f9af2999e2f5fac66621c928c6c90302,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
0.425,0.02,0.01,sv,10000,equal_total_shots,False,150000,results/stage6_v1/end_to_end/measurements/9a5e9775db6419b7b96e7a687b3d233964df0628a5a2f24ce8b8ce6a6aebe402.npz,9a5e9775db6419b7b96e7a687b3d233964df0628a5a2f24ce8b8ce6a6aebe402,raw/SV same-circuit costs coincide; no three-arm gate-matched experiment
